Date,Oil volume ,Gas volume,Water volume ,Volume of liquid ,Water cut ,Working hours ,Dynamic levels ,Reservoir pressure 
7/30/2017,13,3585,41,55,75,24,1863,149
7/31/2017,13,3585,41,55,75,24,1863,149
8/1/2017,13,3585,41,55,75,24,1863,149
8/2/2017,14,3729,41,55,74,24,1863,149
8/3/2017,12,3189,35,47,74,24,1863,149
8/4/2017,12,3189,35,47,74,24,1863,149
8/5/2017,14,3744,37,51,72,24,1863,149
8/6/2017,13,3476,38,51,74,24,1863,149
8/7/2017,13,3476,38,51,74,24,1863,149
8/8/2017,11,2926,32,43,74,20,1863,149
8/9/2017,13,3476,38,51,74,24,1863,149
8/10/2017,13,3517,38,52,74,24,1863,149
8/11/2017,15,3923,37,52,71,24,1863,149
8/12/2017,15,3923,37,52,71,24,1863,149
8/13/2017,14,3727,35,49,71,23,1863,149
8/14/2017,15,3923,37,52,71,24,1863,149
8/15/2017,15,3923,37,52,71,24,1863,149
8/16/2017,14,3740,35,49,71,24,1846,149
8/17/2017,14,3740,35,49,71,24,1810,149
8/18/2017,17,4593,39,56,69,24,1829,148
8/19/2017,17,4593,39,56,69,24,1829,148
8/20/2017,17,4593,39,56,69,24,1843,148
8/21/2017,16,4348,37,53,69,24,1842,148
8/22/2017,16,4348,37,53,69,24,1847,148
8/23/2017,17,4489,37,53,68,24,1847,148
8/24/2017,14,3875,32,46,68,24,1843,148
8/25/2017,14,3762,31,45,68,23,1847,148
8/26/2017,14,3762,31,45,68,23,1847,148
8/27/2017,21,5537,47,68,69,24,1857,148
8/28/2017,21,5537,47,68,69,24,1857,148
8/29/2017,16,4177,36,51,69,24,1844,148
8/30/2017,16,4308,37,53,69,24,1844,148
8/31/2017,16,4308,37,53,69,24,1856,148
9/1/2017,16,4373,37,54,69,24,1856,148
9/2/2017,17,4514,37,54,68,24,1853,148
9/3/2017,17,4514,37,54,68,24,1853,148
9/4/2017,17,4514,37,54,68,24,1869,148
9/5/2017,18,4833,40,58,68,24,1872,148
9/6/2017,19,4984,39,58,67,24,1872,148
9/7/2017,18,4776,37,55,67,24,1832,148
9/8/2017,18,4776,37,55,67,24,1848,148
9/9/2017,18,4776,37,55,67,24,1846,148
9/10/2017,18,4776,37,55,67,24,1847,148
9/11/2017,19,5102,37,56,65,24,1845,148
9/12/2017,19,5102,37,56,65,24,1845,148
9/13/2017,19,5102,37,56,65,24,1845,147
9/14/2017,19,5102,37,56,65,24,1846,147
9/15/2017,19,5102,37,56,65,24,1843,147
9/16/2017,19,5102,37,56,65,24,1843,147
9/17/2017,19,5102,37,56,65,24,1843,147
9/18/2017,14,3817,38,52,72,24,1843,147
9/19/2017,14,3817,38,52,72,24,1843,147
9/20/2017,14,3817,38,52,72,24,1843,147
9/21/2017,14,3817,38,52,72,24,1843,147
9/22/2017,14,3817,38,52,72,24,1843,147
9/23/2017,14,3681,38,52,73,24,1843,147
9/24/2017,14,3681,38,52,73,24,1843,147
9/25/2017,14,3681,38,52,73,24,1843,147
9/26/2017,14,3681,38,52,73,24,1843,147
9/27/2017,11,2999,41,52,78,24,1843,147
9/28/2017,11,2863,41,52,79,24,1843,147
9/29/2017,11,3023,44,55,79,24,1843,147
9/30/2017,11,3023,44,55,79,24,1843,147
10/1/2017,11,3023,44,55,79,24,1843,147
10/2/2017,11,3023,44,55,79,24,1843,147
10/3/2017,11,3023,44,55,79,24,1843,147
10/4/2017,11,3023,44,55,79,24,1843,147
10/5/2017,11,2973,43,54,79,24,1843,147
10/6/2017,12,3115,42,54,78,24,1843,147
10/7/2017,11,3022,41,52,78,24,1843,147
10/8/2017,12,3256,42,54,77,24,1850,147
10/9/2017,12,3256,42,54,77,24,1850,146
10/10/2017,12,3256,42,54,77,24,1850,146
10/11/2017,12,3256,42,54,77,24,1850,146
10/12/2017,11,2973,43,54,79,24,1850,146
10/13/2017,11,2973,43,54,79,24,1850,146
10/14/2017,11,2973,43,54,79,24,1850,146
10/15/2017,11,2973,43,54,79,24,1850,146
10/16/2017,11,2973,43,54,79,24,1846,146
10/17/2017,10,2769,40,50,79,24,1846,146
10/18/2017,11,2901,39,50,78,24,1858,146
10/19/2017,12,3340,45,58,78,24,1876,146
10/20/2017,12,3340,45,58,78,24,1862,146
10/21/2017,12,3340,45,58,78,24,1863,146
10/22/2017,12,3190,43,55,78,24,1863,146
10/23/2017,12,3123,42,54,78,24,1864,146
10/24/2017,12,3190,43,55,78,24,1863,146
10/25/2017,12,3190,43,55,78,24,1858,146
10/26/2017,14,3837,52,66,78,24,1855,146
10/27/2017,12,3265,44,57,78,24,1851,146
10/28/2017,11,2993,41,52,78,24,1850,146
10/29/2017,11,2993,41,52,78,24,1857,146
10/30/2017,11,2993,41,52,78,24,1851,146
10/31/2017,11,2993,41,52,78,24,1850,146
11/1/2017,12,3196,43,55,78,24,1848,146
11/2/2017,12,3196,43,55,78,24,1846,146
11/3/2017,12,3184,43,55,78,24,1848,145
11/4/2017,16,4325,52,69,76,24,1819,145
11/5/2017,16,4325,52,69,76,24,1831,145
11/6/2017,13,3493,42,55,76,24,1829,145
11/7/2017,12,3259,40,52,76,24,1832,145
11/8/2017,12,3259,40,52,76,24,1833,145
11/9/2017,13,3455,42,55,76,24,1832,145
11/10/2017,13,3455,42,55,76,24,1832,145
11/11/2017,14,3663,44,58,76,24,1831,145
11/12/2017,12,3335,40,53,76,24,1831,145
11/13/2017,12,3335,40,53,76,24,1698,145
11/14/2017,12,3335,40,53,76,24,1816,145
11/15/2017,12,3335,40,53,76,24,1830,145
11/16/2017,12,3335,40,53,76,24,1830,145
11/17/2017,12,3335,40,53,76,24,1825,145
11/18/2017,13,3518,43,56,76,24,1825,145
11/19/2017,13,3518,43,56,76,24,1830,145
11/20/2017,13,3518,43,56,76,24,1830,145
11/21/2017,13,3518,43,56,76,24,1831,145
11/22/2017,13,3441,40,52,75,24,1831,145
11/23/2017,13,3441,40,52,75,24,1831,145
11/24/2017,13,3441,40,52,75,24,1829,145
11/25/2017,13,3441,40,52,75,24,1842,145
11/26/2017,13,3579,39,52,74,24,1842,145
11/27/2017,13,3579,39,52,74,24,1842,145
11/28/2017,13,3579,39,52,74,24,1756,145
11/29/2017,14,3784,41,55,74,24,1767,144
11/30/2017,14,3784,41,55,74,24,1757,144
12/1/2017,14,3784,41,55,74,24,1757,144
12/2/2017,14,3784,41,55,74,24,1757,144
12/3/2017,14,3784,41,55,74,24,1757,144
12/4/2017,14,3784,41,55,74,24,1757,144
12/5/2017,16,4295,42,58,72,24,1757,144
12/6/2017,16,4295,42,58,72,24,1757,144
12/7/2017,16,4295,42,58,72,24,1757,144
12/8/2017,16,4295,42,58,72,24,1757,144
12/9/2017,16,4295,42,58,72,24,1757,144
12/10/2017,16,4295,42,58,72,24,1757,144
12/11/2017,16,4295,42,58,72,24,1757,144
12/12/2017,15,3988,44,58,74,24,1757,144
12/13/2017,15,3988,44,58,74,24,1757,144
12/14/2017,15,3988,44,58,74,24,1757,144
12/15/2017,15,3988,44,58,74,24,1757,144
12/16/2017,15,3900,43,57,74,24,1757,144
12/17/2017,14,3750,43,57,75,24,1938,144
12/18/2017,14,3750,43,57,75,24,1940,144
12/19/2017,13,3592,41,55,75,24,1938,144
12/20/2017,13,3592,41,55,75,24,1915,144
12/21/2017,14,3809,44,58,75,24,1918,144
12/22/2017,14,3809,44,58,75,24,1915,144
12/23/2017,14,3756,43,57,75,24,1920,144
12/24/2017,14,3756,43,57,75,24,1917,144
12/25/2017,14,3730,43,57,75,24,1917,143
12/26/2017,14,3730,43,57,75,24,1919,143
12/27/2017,14,3704,43,56,75,24,1918,143
12/28/2017,14,3704,43,56,75,24,1919,143
12/29/2017,14,3770,46,60,76,24,1921,143
12/30/2017,10,2708,33,43,76,18,1930,143
12/31/2017,14,3713,45,59,76,24,1917,143
1/1/2018,14,3713,45,59,76,24,1914,143
1/2/2018,14,3713,45,59,76,24,1914,143
1/3/2018,14,3713,45,59,76,24,1910,143
1/4/2018,14,3684,42,56,75,24,1916,143
1/5/2018,14,3684,42,56,75,24,1909,143
1/6/2018,12,3284,40,52,76,24,1921,143
1/7/2018,12,3284,40,52,76,24,1919,143
1/8/2018,12,3354,41,53,76,24,1919,143
1/9/2018,12,3354,41,53,76,24,1922,143
1/10/2018,13,3581,43,57,76,24,1919,143
1/11/2018,13,3581,43,57,76,24,1920,143
1/12/2018,12,3282,45,57,78,24,1921,143
1/13/2018,11,3074,42,53,78,24,1921,143
1/14/2018,11,3074,42,53,78,24,1872,143
1/15/2018,11,3010,46,57,80,24,1919,143
1/16/2018,11,3010,46,57,80,24,1918,143
1/17/2018,11,2973,46,57,80,24,1919,143
1/18/2018,11,2973,46,57,80,24,1918,143
1/19/2018,11,2973,46,57,80,24,1917,143
1/20/2018,12,3131,48,60,80,24,1918,142
1/21/2018,12,3131,48,60,80,24,1920,142
1/22/2018,12,3131,48,60,80,24,1922,142
1/23/2018,12,3131,48,60,80,24,1922,142
1/24/2018,11,2952,45,56,80,24,1922,142
1/25/2018,11,2952,45,56,80,24,1922,142
1/26/2018,11,2952,45,56,80,24,1922,142
1/27/2018,11,2952,45,56,80,24,1922,142
1/28/2018,11,2952,45,56,80,24,1922,142
1/29/2018,11,2952,45,56,80,24,1922,142
1/30/2018,11,2952,45,56,80,24,1922,142
1/31/2018,13,3395,44,56,77,24,1922,142
2/1/2018,13,3395,44,56,77,24,1922,142
2/2/2018,13,3395,44,56,77,24,1922,142
2/3/2018,13,3395,44,56,77,24,1922,142
2/4/2018,13,3395,44,56,77,24,1922,142
2/5/2018,13,3395,44,56,77,24,1922,142
2/6/2018,13,3395,44,56,77,24,1922,142
2/7/2018,13,3395,44,56,77,24,1922,142
2/8/2018,13,3395,44,56,77,24,1922,142
2/9/2018,14,3838,42,56,74,24,1922,142
2/10/2018,14,3838,42,56,74,24,1922,142
2/11/2018,14,3838,42,56,74,24,1922,142
2/12/2018,14,3838,42,56,74,24,1922,142
2/13/2018,14,3838,42,56,74,24,1922,142
2/14/2018,13,3543,43,56,76,24,1922,142
2/15/2018,13,3543,43,56,76,24,1922,141
2/16/2018,13,3543,43,56,76,24,1922,141
2/17/2018,13,3543,43,56,76,24,1922,141
2/18/2018,13,3543,43,56,76,24,1922,141
2/19/2018,14,3751,46,60,76,24,1922,141
2/20/2018,14,3751,46,60,76,24,1925,141
2/21/2018,14,3751,46,60,76,24,1925,141
2/22/2018,13,3438,47,60,78,24,1985,141
2/23/2018,13,3438,47,60,78,24,1938,141
2/24/2018,13,3438,47,60,78,24,1934,141
2/25/2018,13,3595,46,60,77,24,1934,141
2/26/2018,14,3764,48,62,77,24,1934,141
2/27/2018,14,3764,48,62,77,24,1934,141
2/28/2018,14,3764,48,62,77,24,1750,141
3/1/2018,14,3764,48,62,77,24,1758,141
3/2/2018,13,3401,44,56,77,24,1758,141
3/3/2018,13,3401,44,56,77,24,1738,141
3/4/2018,13,3401,44,56,77,24,1738,141
3/5/2018,13,3401,44,56,77,24,1772,141
3/6/2018,13,3401,44,56,77,24,1782,141
3/7/2018,13,3401,44,56,77,24,1782,141
3/8/2018,13,3549,43,56,76,24,1782,141
3/9/2018,14,3697,43,56,75,24,1782,141
3/10/2018,14,3845,42,56,74,24,1782,141
3/11/2018,15,3993,41,56,73,24,1782,141
3/12/2018,15,4141,41,56,72,24,1782,140
3/13/2018,16,4289,40,56,71,24,1782,140
3/14/2018,17,4437,40,56,70,24,1782,140
3/15/2018,3,812,59,62,95,20,1872,140
3/16/2018,6,1731,59,66,90,24,1872,140
3/17/2018,8,2250,58,66,87,24,1872,140
3/18/2018,8,2247,57,66,87,24,1872,140
3/19/2018,8,2247,57,66,87,24,1872,140
3/20/2018,11,2844,53,64,83,24,1872,140
3/21/2018,12,3320,51,63,80,24,1872,140
3/22/2018,14,3652,50,63,78,24,1872,140
3/23/2018,14,3652,50,63,78,24,1872,140
3/24/2018,14,3652,50,63,78,24,1872,140
3/25/2018,14,3652,50,63,78,24,1872,140
3/26/2018,15,3984,48,63,76,24,1872,140
3/27/2018,15,3984,48,63,76,24,1872,140
3/28/2018,15,3984,48,63,76,24,1872,140
3/29/2018,15,3984,48,63,76,24,1872,140
3/30/2018,15,3984,48,63,76,24,1872,140
3/31/2018,15,3984,48,63,76,24,1872,140
4/1/2018,15,4079,50,65,76,24,1872,140
4/2/2018,15,4079,50,65,76,24,1872,140
4/3/2018,15,4079,50,65,76,24,1872,140
4/4/2018,15,4079,50,65,76,24,1872,140
4/5/2018,15,4079,50,65,76,24,1872,140
4/6/2018,15,4079,50,65,76,24,1872,140
4/7/2018,15,4079,50,65,76,24,1872,139
4/8/2018,15,4079,50,65,76,24,1872,139
4/9/2018,16,4249,49,65,75,24,1872,139
4/10/2018,14,3690,42,56,75,24,1872,139
4/11/2018,14,3737,43,57,75,24,1872,139
4/12/2018,14,3737,43,57,75,24,1872,139
4/13/2018,15,4035,42,57,73,24,1872,139
4/14/2018,14,3733,39,53,73,22,1872,139
4/15/2018,15,4035,42,57,73,24,1872,139
4/16/2018,15,4035,42,57,73,24,1872,139
4/17/2018,15,4019,42,57,73,24,1872,139
4/18/2018,15,4035,42,57,73,24,1872,139
4/19/2018,15,4035,42,57,73,24,1872,139
4/20/2018,16,4163,43,59,73,24,1872,139
4/21/2018,16,4184,43,59,73,24,1872,139
4/22/2018,16,4184,43,59,73,24,1872,139
4/23/2018,17,4518,47,64,73,24,1872,139
4/24/2018,17,4518,47,64,73,24,1872,139
4/25/2018,17,4518,47,64,73,24,1872,139
4/26/2018,17,4518,47,64,73,24,1872,139
4/27/2018,16,4350,48,64,74,24,1872,139
4/28/2018,14,3879,42,57,74,21,1872,139
4/29/2018,16,4200,46,62,74,24,1872,139
4/30/2018,14,3866,42,57,74,24,1872,139
5/1/2018,14,3866,42,57,74,24,1872,139
5/2/2018,13,3527,39,52,74,22,1872,139
5/3/2018,15,4057,42,57,73,24,1872,138
5/4/2018,16,4418,46,62,73,24,1872,138
5/5/2018,16,4418,46,62,73,24,1872,138
5/6/2018,16,4418,46,62,73,24,1872,138
5/7/2018,14,3823,40,54,73,22,1872,138
5/8/2018,16,4170,43,59,73,24,1872,138
5/9/2018,16,4170,43,59,73,24,1872,138
5/10/2018,16,4170,43,59,73,24,1872,138
5/11/2018,14,3835,44,58,75,24,1872,138
5/12/2018,14,3697,43,56,75,24,1872,138
5/13/2018,14,3697,43,56,75,24,1872,138
5/14/2018,14,3776,43,58,75,24,1872,138
5/15/2018,14,3776,43,58,75,24,1872,138
5/16/2018,13,3421,39,52,75,24,1872,138
5/17/2018,13,3421,39,52,75,24,1872,138
5/18/2018,13,3421,39,52,75,24,1872,138
5/19/2018,13,3421,39,52,75,24,1872,138
5/20/2018,13,3441,40,52,75,24,1872,138
5/21/2018,12,3303,40,52,76,24,1872,138
5/22/2018,12,3303,40,52,76,24,1872,138
5/23/2018,12,3303,40,52,76,24,1872,138
5/24/2018,12,3303,40,52,76,24,1872,138
5/25/2018,14,3656,44,58,76,24,1872,138
5/26/2018,14,3656,44,58,76,24,1872,138
5/27/2018,13,3535,43,56,76,23,1872,138
5/28/2018,14,3656,44,58,76,24,1872,138
5/29/2018,14,3656,44,58,76,24,1872,137
5/30/2018,13,3458,42,55,76,23,1872,137
5/31/2018,14,3656,44,58,76,24,1872,137
6/1/2018,14,3656,44,58,76,24,1872,137
6/2/2018,14,3656,44,58,76,24,1872,137
6/3/2018,14,3656,44,58,76,24,1872,137
6/4/2018,12,3352,46,58,78,24,1872,137
6/5/2018,12,3352,46,58,78,24,1872,137
6/6/2018,12,3352,46,58,78,24,1872,137
6/7/2018,12,3352,46,58,78,24,1872,137
6/8/2018,11,2906,42,53,79,22,1872,137
6/9/2018,12,3199,46,58,79,24,1872,137
6/10/2018,12,3199,46,58,79,24,1872,137
6/11/2018,12,3199,46,58,79,24,1872,137
6/12/2018,11,2999,43,54,79,23,1872,137
6/13/2018,12,3199,46,58,79,24,1872,137
6/14/2018,12,3199,46,58,79,24,1872,137
6/15/2018,12,3310,48,60,79,24,1872,137
6/16/2018,12,3152,48,60,80,24,1872,137
6/17/2018,11,3021,46,58,80,23,1872,137
6/18/2018,11,2916,45,56,80,22,1872,137
6/19/2018,12,3139,48,60,80,24,1872,137
6/20/2018,12,3152,48,60,80,24,1872,137
6/21/2018,12,3152,48,60,80,24,1877,137
6/22/2018,13,3392,46,59,78,24,1880,137
6/23/2018,13,3546,45,59,77,24,1886,136
6/24/2018,12,3103,40,51,77,21,1887,136
6/25/2018,13,3546,45,59,77,24,1866,136
6/26/2018,13,3546,45,59,77,24,1871,136
6/27/2018,13,3546,45,59,77,24,1875,136
6/28/2018,13,3392,46,59,78,24,1876,136
6/29/2018,13,3392,46,59,78,24,1880,136
6/30/2018,12,3279,45,57,78,23,1882,136
7/1/2018,13,3392,46,59,78,24,1885,136
7/2/2018,13,3392,46,59,78,24,1873,136
7/3/2018,11,3011,41,52,78,21,1873,136
7/4/2018,13,3392,46,59,78,24,1873,136
7/5/2018,13,3392,46,59,78,24,1877,136
7/6/2018,13,3392,46,59,78,24,1878,136
7/7/2018,13,3392,46,59,78,24,1874,136
7/8/2018,13,3392,46,59,78,24,1875,136
7/9/2018,13,3392,46,59,78,24,1880,136
7/10/2018,12,3238,47,59,79,24,1880,136
7/11/2018,12,3238,47,59,79,24,1880,136
7/12/2018,12,3238,47,59,79,24,1872,136
7/13/2018,12,3238,47,59,79,24,1872,136
7/14/2018,12,3238,47,59,79,24,1871,136
7/15/2018,12,3238,47,59,79,24,1871,136
7/16/2018,11,3084,47,59,80,24,1847,136
7/17/2018,10,2596,40,49,80,20,1847,136
7/18/2018,12,3184,49,61,80,24,1866,136
7/19/2018,12,3184,49,61,80,24,1866,135
7/20/2018,13,3381,46,59,78,24,1866,135
7/21/2018,13,3381,46,59,78,24,1866,135
7/22/2018,13,3381,46,59,78,24,1866,135
7/23/2018,13,3381,46,59,78,24,1866,135
7/24/2018,12,3227,46,59,79,24,1866,135
7/25/2018,12,3227,46,59,79,24,1866,135
7/26/2018,12,3227,46,59,79,24,1866,135
7/27/2018,13,3381,46,59,78,24,1866,135
7/28/2018,13,3381,46,59,78,24,1866,135
7/29/2018,13,3381,46,59,78,24,1866,135
7/30/2018,13,3381,46,59,78,24,1866,135
7/31/2018,13,3381,46,59,78,24,1866,135
8/1/2018,13,3381,46,59,78,24,1866,135
8/2/2018,13,3381,46,59,78,24,1866,135
8/3/2018,13,3381,46,59,78,24,1866,135
8/4/2018,12,3152,48,60,80,24,1866,135
8/5/2018,12,3152,48,60,80,24,1866,135
8/6/2018,12,3152,48,60,80,24,1866,135
8/7/2018,12,3152,48,60,80,24,1866,135
8/8/2018,12,3152,48,60,80,24,1866,135
8/9/2018,12,3152,48,60,80,24,1866,135
8/10/2018,12,3310,48,60,79,24,1866,135
8/11/2018,12,3310,48,60,79,24,1866,135
8/12/2018,12,3310,48,60,79,24,1866,135
8/13/2018,12,3310,48,60,79,24,1866,135
8/14/2018,12,3310,48,60,79,24,1866,134
8/15/2018,13,3467,47,60,78,24,1866,134
8/16/2018,13,3467,47,60,78,24,1866,134
8/17/2018,13,3467,47,60,78,24,1866,134
8/18/2018,13,3467,47,60,78,24,1866,134
8/19/2018,13,3467,47,60,78,24,1866,134
8/20/2018,13,3467,47,60,78,24,1866,134
8/21/2018,13,3467,47,60,78,24,1866,134
8/22/2018,13,3467,47,60,78,24,1866,134
8/23/2018,13,3467,47,60,78,24,1866,134
8/24/2018,13,3467,47,60,78,24,1866,134
8/25/2018,12,3294,45,57,78,24,1866,134
8/26/2018,12,3294,45,57,78,24,1866,134
8/27/2018,12,3294,45,57,78,24,1868,134
8/28/2018,10,2782,38,48,78,22,1873,134
8/29/2018,12,3202,41,53,77,24,1873,134
8/30/2018,12,3202,41,53,77,24,1873,134
8/31/2018,12,3202,41,53,77,24,1873,134
9/1/2018,12,3202,41,53,77,24,1873,134
9/2/2018,12,3202,41,53,77,24,1887,134
9/3/2018,12,3129,40,52,77,24,1890,134
9/4/2018,12,3202,41,53,77,24,1890,134
9/5/2018,12,3202,41,53,77,24,1890,134
9/6/2018,13,3546,41,54,75,24,1893,134
9/7/2018,13,3546,41,54,75,24,1893,134
9/8/2018,13,3546,41,54,75,24,1893,134
9/9/2018,13,3546,41,54,75,24,1891,133
9/10/2018,13,3546,41,54,75,24,1891,133
9/11/2018,13,3546,41,54,75,24,1892,133
9/12/2018,13,3546,41,54,75,24,1892,133
9/13/2018,13,3546,41,54,75,24,1892,133
9/14/2018,14,3688,40,54,74,24,1892,133
9/15/2018,14,3688,40,54,74,24,1892,133
9/16/2018,14,3688,40,54,74,24,1892,133
9/17/2018,14,3688,40,54,74,24,1899,133
9/18/2018,14,3688,40,54,74,24,1899,133
9/19/2018,14,3736,41,55,74,24,1887,133
9/20/2018,9,2476,27,36,74,15,1887,133
9/21/2018,15,3988,44,58,74,24,1887,133
9/22/2018,15,3988,44,58,74,24,1881,133
9/23/2018,16,4241,46,62,74,24,1886,133
9/24/2018,16,4289,47,63,74,24,1881,133
9/25/2018,16,4289,47,63,74,24,1881,133
9/26/2018,16,4289,47,63,74,24,1881,133
9/27/2018,14,3739,41,55,74,22,1886,133
9/28/2018,14,3818,42,56,74,24,1890,133
9/29/2018,14,3818,42,56,74,24,1891,133
9/30/2018,14,3818,42,56,74,24,1889,133
10/1/2018,14,3818,42,56,74,24,1891,133
10/2/2018,13,3572,41,54,75,24,1889,133
10/3/2018,14,3743,43,57,75,24,1890,133
10/4/2018,14,3743,43,57,75,24,1886,133
10/5/2018,14,3743,43,57,75,24,1886,132
10/6/2018,14,3743,43,57,75,24,1893,132
10/7/2018,14,3893,43,57,74,24,1893,132
10/8/2018,14,3893,43,57,74,24,1893,132
10/9/2018,14,3893,43,57,74,24,1891,132
10/10/2018,14,3893,43,57,74,24,1890,132
10/11/2018,14,3893,43,57,74,24,1890,132
10/12/2018,14,3743,41,55,74,24,1890,132
10/13/2018,14,3743,41,55,74,24,1890,132
10/14/2018,14,3743,41,55,74,24,1897,132
10/15/2018,14,3848,44,59,75,24,1891,132
10/16/2018,14,3704,43,56,75,23,1883,132
10/17/2018,14,3848,44,59,75,24,1882,132
10/18/2018,14,3717,43,57,75,24,1883,132
10/19/2018,14,3717,43,57,75,24,1883,132
10/20/2018,14,3717,43,57,75,24,1883,132
10/21/2018,14,3717,43,57,75,24,1883,132
10/22/2018,14,3717,43,57,75,24,1883,132
10/23/2018,14,3717,43,57,75,24,1883,132
10/24/2018,14,3717,43,57,75,24,1883,132
10/25/2018,14,3866,42,57,74,24,1883,132
10/26/2018,13,3568,43,57,76,24,1883,132
10/27/2018,13,3419,44,57,77,24,1883,132
10/28/2018,13,3419,44,57,77,24,1883,132
10/29/2018,13,3419,44,57,77,24,1883,132
10/30/2018,13,3419,44,57,77,24,1883,131
10/31/2018,13,3419,44,57,77,24,1883,131
11/1/2018,13,3419,44,57,77,24,1883,131
11/2/2018,9,2527,47,57,83,24,1883,131
11/3/2018,9,2527,47,57,83,24,1883,131
11/4/2018,15,4163,41,57,72,24,1883,131
11/5/2018,15,4163,41,57,72,24,1883,131
11/6/2018,15,3979,39,54,72,24,1883,131
11/7/2018,15,3979,39,54,72,24,1883,131
11/8/2018,15,3979,39,54,72,24,1883,131
11/9/2018,15,3979,39,54,72,24,1883,131
11/10/2018,15,3979,39,54,72,24,1883,131
11/11/2018,15,3979,39,54,72,24,1883,131
11/12/2018,15,3979,39,54,72,24,1883,131
11/13/2018,14,3695,40,54,74,24,1883,131
11/14/2018,14,3695,40,54,74,24,1883,131
11/15/2018,14,3837,40,54,73,24,1883,131
11/16/2018,14,3837,40,54,73,24,1883,131
11/17/2018,12,3229,34,46,73,20,1883,131
11/18/2018,14,3837,40,54,73,24,1883,131
11/19/2018,13,3389,35,48,73,21,1883,131
11/20/2018,15,3979,41,56,73,24,1876,131
11/21/2018,15,3979,41,56,73,24,1876,131
11/22/2018,15,3979,41,56,73,24,1870,131
11/23/2018,15,3979,41,56,73,24,1874,131
11/24/2018,15,3979,41,56,73,24,1874,131
11/25/2018,15,3979,41,56,73,24,1876,130
11/26/2018,14,3664,38,52,73,22,1876,130
11/27/2018,15,3979,41,56,73,24,1876,130
11/28/2018,13,3537,43,56,76,24,1873,130
11/29/2018,13,3537,43,56,76,24,1872,130
11/30/2018,13,3537,43,56,76,24,1872,130
12/1/2018,13,3537,43,56,76,24,1872,130
12/2/2018,13,3537,43,56,76,24,1872,130
12/3/2018,13,3537,43,56,76,24,1874,130
12/4/2018,13,3537,43,56,76,24,1874,130
12/5/2018,14,3684,42,56,75,24,1874,130
12/6/2018,14,3684,42,56,75,24,1874,130
12/7/2018,14,3684,42,56,75,24,1874,130
12/8/2018,13,3389,43,56,77,24,2073,130
12/9/2018,13,3389,43,56,77,24,2073,130
12/10/2018,11,3079,39,51,77,22,2008,130
12/11/2018,13,3389,43,56,77,24,2008,130
12/12/2018,13,3537,43,56,76,24,2008,130
12/13/2018,13,3537,43,56,76,24,2008,130
12/14/2018,11,2859,35,45,76,19,2008,130
12/15/2018,13,3537,43,56,76,24,2008,130
12/16/2018,14,3684,42,56,75,24,2008,130
12/17/2018,14,3684,42,56,75,24,2008,130
12/18/2018,14,3684,42,56,75,24,2008,130
12/19/2018,14,3684,42,56,75,24,1978,130
12/20/2018,14,3684,42,56,75,24,1931,130
12/21/2018,14,3684,42,56,75,24,1931,129
12/22/2018,14,3684,42,56,75,24,1931,129
12/23/2018,14,3684,42,56,75,24,1931,129
12/24/2018,14,3684,42,56,75,24,1931,129
12/25/2018,14,3684,42,56,75,24,1931,129
12/26/2018,14,3684,42,56,75,24,1931,129
12/27/2018,14,3684,42,56,75,24,1931,129
12/28/2018,14,3684,42,56,75,24,1931,129
12/29/2018,14,3684,42,56,75,24,1931,129
12/30/2018,14,3684,42,56,75,24,1931,129
12/31/2018,14,3684,42,56,75,24,1931,129
1/1/2019,14,3684,42,56,75,24,1931,129
1/2/2019,14,3684,42,56,75,24,1931,129
1/3/2019,14,3684,42,56,75,24,1931,129
1/4/2019,14,3684,42,56,75,24,1931,129
1/5/2019,14,3684,42,56,75,24,1931,129
1/6/2019,14,3684,42,56,75,24,1931,129
1/7/2019,14,3684,42,56,75,24,1931,129
1/8/2019,14,3684,42,56,75,24,1931,129
1/9/2019,14,3684,42,56,75,24,1931,129
1/10/2019,14,3684,42,56,75,24,1931,129
1/11/2019,14,3684,42,56,75,24,1931,129
1/12/2019,14,3684,42,56,75,24,1931,129
1/13/2019,11,3043,61,72,84,24,1927,129
1/14/2019,15,4024,52,67,77,24,1949,129
1/15/2019,14,3867,50,64,77,24,1973,129
1/16/2019,14,3867,50,64,77,24,1984,128
1/17/2019,14,3867,50,64,77,24,1996,128
1/18/2019,14,3867,50,64,77,24,1996,128
1/19/2019,14,3867,50,64,77,24,1996,128
1/20/2019,14,3867,50,64,77,24,2020,128
1/21/2019,14,3867,50,64,77,24,2020,128
1/22/2019,14,3867,50,64,77,24,2032,128
1/23/2019,15,4035,49,64,76,24,2032,128
1/24/2019,15,4035,49,64,76,24,2032,128
1/25/2019,15,4035,49,64,76,24,2032,128
1/26/2019,15,4035,49,64,76,24,2032,128
1/27/2019,16,4203,48,64,75,24,2032,128
1/28/2019,15,4133,48,63,75,24,2087,128
1/29/2019,16,4203,48,64,75,24,2087,128
1/30/2019,16,4203,48,64,75,24,2087,128
1/31/2019,14,3800,44,58,75,22,2087,128
2/1/2019,14,3818,44,58,75,22,2087,128
2/2/2019,16,4203,48,64,75,24,2087,128
2/3/2019,16,4203,48,64,75,24,2087,128
2/4/2019,16,4203,48,64,75,24,2086,128
2/5/2019,14,3800,44,58,75,22,2086,128
2/6/2019,14,3800,44,58,75,22,2086,128
