Date,Oil volume ,Gas volume,Water volume ,Volume of liquid ,Water cut ,Working hours ,Dynamic levels ,Reservoir pressure 
2/7/2019,16,4203,48,64,75,24,2086,128
2/8/2019,13,3397,39,52,75,19,2086,128
2/9/2019,14,3695,43,56,75,21,2086,128
2/10/2019,14,3730,43,57,75,21,2086,128
2/11/2019,15,3916,43,57,74,22,2086,127
2/12/2019,16,4371,48,64,74,24,2086,127
2/13/2019,16,4371,48,64,74,24,2086,127
2/14/2019,16,4371,48,64,74,24,2110,127
2/15/2019,15,4043,44,59,74,22,2110,127
2/16/2019,16,4371,48,64,74,24,2110,127
2/17/2019,15,4079,45,60,74,22,2110,127
2/18/2019,13,3463,42,55,76,21,2110,127
2/19/2019,15,4035,49,64,76,24,2110,127
2/20/2019,15,4035,49,64,76,24,2110,127
2/21/2019,13,3567,43,57,76,22,2110,127
2/22/2019,13,3534,43,56,76,22,2110,127
2/23/2019,13,3583,49,62,78,24,2110,127
2/24/2019,13,3583,49,62,78,24,2110,127
2/25/2019,12,3225,44,56,78,22,2110,127
2/26/2019,11,2956,40,51,78,20,2110,127
2/27/2019,12,3344,45,58,78,22,2110,127
2/28/2019,13,3583,49,62,78,24,2110,127
3/1/2019,13,3583,49,62,78,24,2110,127
3/2/2019,12,3225,44,56,78,22,2110,127
3/3/2019,12,3225,44,56,78,22,2110,127
3/4/2019,12,3210,44,56,78,22,2110,127
3/5/2019,12,3165,43,55,78,21,2110,127
3/6/2019,11,2823,43,54,80,21,2110,127
3/7/2019,11,3013,46,57,80,22,2110,127
3/8/2019,11,2999,46,57,80,22,2110,126
3/9/2019,11,2986,46,57,80,22,2110,126
3/10/2019,11,3040,47,58,80,22,2110,126
3/11/2019,11,2918,45,56,80,22,2086,126
3/12/2019,11,2836,43,54,80,21,2086,126
3/13/2019,10,2741,42,52,80,20,2086,126
3/14/2019,9,2456,38,47,80,18,2086,126
3/15/2019,11,2823,43,54,80,21,2086,126
3/16/2019,11,2850,44,54,80,21,2063,126
3/17/2019,12,3257,50,62,80,24,2086,126
3/18/2019,12,3257,50,62,80,24,2086,126
3/19/2019,12,3257,50,62,80,24,2098,126
3/20/2019,12,3257,50,62,80,24,2098,126
3/21/2019,12,3257,50,62,80,24,2110,126
3/22/2019,13,3583,49,62,78,24,2110,126
3/23/2019,13,3583,49,62,78,24,2110,126
3/24/2019,13,3583,49,62,78,24,2110,126
3/25/2019,13,3583,49,62,78,24,2110,126
3/26/2019,12,3210,44,56,78,22,2110,126
3/27/2019,13,3583,49,62,78,24,2110,126
3/28/2019,14,3713,45,59,76,23,2110,126
3/29/2019,15,3909,47,62,76,24,2110,126
3/30/2019,13,3615,44,57,76,22,2110,126
3/31/2019,13,3420,49,62,79,24,2110,126
4/1/2019,13,3420,49,62,79,24,2110,126
4/2/2019,13,3420,49,62,79,24,2110,126
4/3/2019,12,3135,45,57,79,22,2110,125
4/4/2019,12,3107,45,56,79,22,2110,125
4/5/2019,13,3420,49,62,79,24,2110,125
4/6/2019,12,3135,45,57,79,22,2110,125
4/7/2019,11,3075,42,53,78,21,2086,125
4/8/2019,9,2523,34,44,78,17,2086,125
4/9/2019,13,3583,49,62,78,24,2086,125
4/10/2019,12,3329,45,58,78,22,2086,125
4/11/2019,14,3698,43,56,75,22,2086,125
4/12/2019,15,4071,47,62,75,24,2086,125
4/13/2019,15,4071,47,62,75,24,2086,125
4/14/2019,15,4071,47,62,75,24,2122,125
4/15/2019,14,3732,43,57,75,22,2122,125
4/16/2019,14,3732,43,57,75,22,2122,125
4/17/2019,13,3529,41,54,75,21,2122,125
4/18/2019,14,3817,44,58,75,23,2122,125
4/19/2019,14,3749,43,57,75,22,2122,125
4/20/2019,15,3899,43,57,74,22,2122,125
4/21/2019,13,3564,39,52,74,20,2122,125
4/22/2019,14,3881,42,57,74,22,2122,125
4/23/2019,14,3881,42,57,74,22,2122,125
4/24/2019,13,3511,38,51,74,20,2122,125
4/25/2019,12,3302,36,48,74,22,2122,125
4/26/2019,13,3428,37,50,74,21,2122,125
4/27/2019,15,3975,43,58,74,24,2122,125
4/28/2019,12,3333,40,53,76,22,2122,125
4/29/2019,11,2935,36,47,76,19,2122,124
4/30/2019,12,3172,39,50,76,22,2122,124
5/1/2019,13,3429,42,54,76,24,2122,124
5/2/2019,13,3429,42,54,76,24,2122,124
5/3/2019,13,3429,42,54,76,24,2122,124
5/4/2019,12,3144,43,54,78,24,2122,124
5/5/2019,11,2856,39,49,78,22,2122,124
5/6/2019,12,3144,43,54,78,24,2122,124
5/7/2019,9,2435,33,42,78,22,2122,124
5/8/2019,9,2384,32,41,78,22,2122,124
5/9/2019,10,2589,35,45,78,24,2122,124
5/10/2019,9,2368,32,41,78,22,2122,124
5/11/2019,10,2583,35,45,78,24,2134,124
5/12/2019,10,2583,35,45,78,24,2134,124
5/13/2019,10,2818,34,45,76,24,2134,124
5/14/2019,10,2818,34,45,76,24,2134,124
5/15/2019,10,2818,34,45,76,24,2134,124
5/16/2019,10,2818,34,45,76,24,2134,124
5/17/2019,8,2202,25,34,75,18,2134,124
5/18/2019,11,2935,34,45,75,24,2134,124
5/19/2019,11,2935,34,45,75,24,2134,124
5/20/2019,11,2935,34,45,75,24,2134,124
5/21/2019,8,2202,25,34,75,18,2134,124
5/22/2019,11,2935,34,45,75,24,2134,124
5/23/2019,8,2202,25,34,75,18,2134,124
5/24/2019,7,1945,22,30,75,16,2134,124
5/25/2019,11,2935,34,45,75,24,2134,123
5/26/2019,8,2202,25,34,75,18,2122,123
5/27/2019,11,2935,34,45,75,24,2122,123
5/28/2019,8,2250,26,34,75,18,2122,123
5/29/2019,11,2935,34,45,75,24,2122,123
5/30/2019,11,2935,34,45,75,24,2122,123
5/31/2019,9,2287,26,35,75,19,2122,123
6/1/2019,8,2189,25,33,75,18,2122,123
6/2/2019,8,2263,26,34,75,19,2122,123
6/3/2019,11,3053,33,45,74,24,2122,123
6/4/2019,11,3053,33,45,74,24,2122,123
6/5/2019,11,3053,33,45,74,24,2122,123
6/6/2019,11,3053,33,45,74,24,2122,123
6/7/2019,8,2183,25,33,75,20,2122,123
6/8/2019,10,2646,30,40,75,24,2122,123
6/9/2019,10,2646,30,40,75,24,2122,123
6/10/2019,10,2580,30,39,75,23,2122,123
6/11/2019,8,2260,26,34,75,21,2122,123
6/12/2019,9,2435,31,40,77,24,2134,123
6/13/2019,7,1927,25,32,77,19,2134,123
6/14/2019,9,2435,31,40,77,24,2134,123
6/15/2019,9,2296,29,38,77,19,2134,123
6/16/2019,11,2900,37,48,77,24,2134,123
6/17/2019,9,2495,29,38,75,19,2134,123
6/18/2019,12,3152,36,48,75,24,2134,123
6/19/2019,9,2456,28,37,75,19,2134,122
6/20/2019,9,2535,29,39,75,19,2134,122
6/21/2019,11,2824,32,43,75,22,2134,122
6/22/2019,9,2377,27,36,75,18,2134,122
6/23/2019,11,2918,34,44,75,23,2122,122
6/24/2019,8,2090,24,32,75,19,2122,122
6/25/2019,10,2627,30,40,75,24,2122,122
6/26/2019,9,2493,27,37,74,22,2122,122
6/27/2019,9,2402,26,35,74,21,2122,122
6/28/2019,8,2163,24,32,74,19,2122,122
6/29/2019,8,2231,24,33,74,20,2122,122
6/30/2019,10,2732,30,40,74,24,2122,122
7/1/2019,10,2732,30,40,74,24,2122,122
7/2/2019,8,2163,24,32,74,19,2122,122
7/3/2019,8,2163,24,32,74,19,2122,122
7/4/2019,12,3305,34,47,73,24,2122,122
7/5/2019,10,2616,27,37,73,19,2122,122
7/6/2019,12,3305,34,47,73,24,2134,122
7/7/2019,10,2664,28,38,73,20,2134,122
7/8/2019,11,2979,31,42,73,24,2134,122
7/9/2019,10,2601,27,37,73,20,2098,122
7/10/2019,10,2587,27,36,73,20,2098,122
7/11/2019,9,2491,27,36,74,20,2098,122
7/12/2019,11,3066,33,45,74,24,2098,122
7/13/2019,9,2491,27,36,74,20,2098,122
7/14/2019,9,2491,27,36,74,20,2098,122
7/15/2019,11,3066,33,45,74,24,2122,121
7/16/2019,10,2699,29,40,74,20,2122,121
7/17/2019,12,3305,36,48,74,24,2122,121
7/18/2019,8,2204,24,32,74,17,2122,121
7/19/2019,11,2939,32,43,74,22,2122,121
7/20/2019,10,2558,28,37,74,20,2122,121
7/21/2019,10,2755,27,37,72,20,2122,121
7/22/2019,11,2882,28,39,72,20,2122,121
7/23/2019,10,2814,28,38,72,21,2122,121
7/24/2019,10,2814,28,38,72,21,2122,121
7/25/2019,11,3057,29,40,71,22,2110,121
7/26/2019,12,3146,30,41,71,22,2110,121
7/27/2019,10,2634,25,35,71,18,2110,121
7/28/2019,11,3000,28,39,71,21,2122,121
7/29/2019,10,2648,25,35,71,18,2075,121
7/30/2019,9,2479,26,35,73,18,2110,121
7/31/2019,10,2806,29,40,73,21,2110,121
8/1/2019,8,2094,22,30,73,17,2098,121
8/2/2019,8,2033,21,29,73,17,2098,121
8/3/2019,8,2094,22,30,73,17,2098,121
8/4/2019,8,2082,22,29,73,17,2098,121
8/5/2019,7,1972,20,28,73,16,2098,121
8/6/2019,8,2094,22,30,73,17,2075,121
8/7/2019,7,1911,20,27,73,16,2075,121
8/8/2019,9,2435,25,34,73,20,2075,121
8/9/2019,8,2070,21,29,73,15,2075,121
8/10/2019,10,2641,27,37,73,19,2075,120
8/11/2019,8,2088,24,32,75,16,2075,120
8/12/2019,7,1797,21,27,75,14,2075,120
8/13/2019,8,2167,25,33,75,16,2075,120
8/14/2019,8,2194,25,33,75,17,2075,120
8/15/2019,7,1850,21,28,75,14,2075,120
8/16/2019,9,2511,29,38,75,19,2075,120
8/17/2019,7,1810,25,31,78,15,2062,120
8/18/2019,9,2324,32,40,78,19,2062,120
8/19/2019,6,1712,23,30,78,14,2062,120
8/20/2019,9,2324,32,40,78,19,2062,120
8/21/2019,7,1896,26,33,78,16,2062,120
8/22/2019,8,2116,29,37,78,17,2062,120
8/23/2019,8,2193,30,38,78,19,2062,120
8/24/2019,6,1700,23,29,78,15,2086,120
8/25/2019,8,2228,30,39,78,19,2086,120
8/26/2019,7,1842,22,29,76,14,2086,120
8/27/2019,9,2379,29,38,76,19,2086,120
8/28/2019,8,2239,27,36,76,18,2086,120
8/29/2019,7,1996,24,32,76,16,2086,120
8/30/2019,8,2127,31,39,79,19,2086,120
8/31/2019,6,1567,23,28,79,14,2086,120
9/1/2019,8,2127,31,39,79,19,2086,120
9/2/2019,8,2127,31,39,79,19,2098,120
9/3/2019,6,1679,24,30,79,15,2098,120
9/4/2019,10,2686,39,49,79,24,2098,120
9/5/2019,10,2686,39,49,79,24,2098,119
9/6/2019,10,2686,39,49,79,24,2098,119
9/7/2019,10,2719,39,49,79,24,2122,119
9/8/2019,12,3237,37,49,75,24,2122,119
9/9/2019,9,2549,29,39,75,19,2122,119
9/10/2019,10,2563,29,39,75,19,2098,119
9/11/2019,9,2496,29,38,75,19,2098,119
9/12/2019,8,2034,22,30,74,15,2110,119
9/13/2019,10,2665,29,39,74,19,2110,119
9/14/2019,10,2595,28,38,74,19,2110,119
9/15/2019,7,1981,22,29,74,15,2110,119
9/16/2019,10,2611,29,38,74,19,2110,119
9/17/2019,9,2543,28,37,74,19,2110,119
9/18/2019,7,2014,22,29,74,15,2110,119
9/19/2019,10,2633,29,39,74,19,2110,119
9/20/2019,10,2564,28,38,74,19,2110,119
9/21/2019,7,1855,23,29,76,15,2110,119
9/22/2019,11,2925,36,46,76,19,2086,119
9/23/2019,11,2832,34,45,76,18,2098,119
9/24/2019,8,2247,27,36,76,15,2098,119
9/25/2019,11,3046,35,46,75,19,2098,119
9/26/2019,8,2205,25,34,75,18,2098,119
9/27/2019,7,1750,20,27,75,15,2098,119
9/28/2019,10,2605,30,40,75,19,2098,119
9/29/2019,9,2522,29,38,75,18,2098,119
9/30/2019,7,2001,23,30,75,15,2098,119
10/1/2019,10,2605,30,40,75,19,2110,118
10/2/2019,9,2522,29,38,75,18,2110,118
10/3/2019,7,2001,23,30,75,15,2110,118
10/4/2019,9,2469,28,38,75,19,2110,118
10/5/2019,9,2391,28,36,75,18,2110,118
10/6/2019,7,1898,22,29,75,15,2110,118
10/7/2019,7,1981,23,30,75,19,2062,118
10/8/2019,7,1981,23,30,75,19,2062,118
10/9/2019,6,1710,20,26,75,16,2110,118
10/10/2019,9,2371,27,36,75,17,2086,118
10/11/2019,10,2714,31,41,75,19,2086,118
10/12/2019,10,2714,31,41,75,19,2086,118
10/13/2019,8,2200,25,33,75,15,2086,118
10/14/2019,9,2446,28,37,75,18,2086,118
10/15/2019,10,2610,30,40,75,19,2086,118
10/16/2019,10,2624,30,40,75,19,2086,118
10/17/2019,7,1964,23,30,75,14,2063,118
10/18/2019,10,2569,30,39,75,19,2063,118
10/19/2019,10,2624,30,40,75,19,2063,118
10/20/2019,9,2333,27,36,75,18,2098,118
10/21/2019,9,2333,27,36,75,18,2086,118
10/22/2019,9,2423,28,37,75,19,2086,118
10/23/2019,9,2376,27,36,75,19,2110,118
10/24/2019,8,2250,25,33,74,17,2110,118
10/25/2019,8,2042,22,30,74,16,2110,118
10/26/2019,9,2476,27,36,74,19,2110,117
10/27/2019,9,2476,27,36,74,19,2110,117
10/28/2019,8,2124,23,31,74,16,2110,117
10/29/2019,8,2124,23,31,74,17,2110,117
10/30/2019,9,2417,26,35,74,19,2110,117
10/31/2019,9,2417,26,35,74,19,2110,117
11/1/2019,7,1859,20,27,74,15,2110,117
11/2/2019,8,2151,23,31,74,18,2110,117
11/3/2019,9,2309,25,34,74,19,2110,117
11/4/2019,9,2309,25,34,74,19,2110,117
11/5/2019,7,1978,22,29,74,14,2110,117
11/6/2019,9,2387,29,38,76,19,2110,117
11/7/2019,9,2465,30,39,76,19,2110,117
11/8/2019,9,2362,29,37,76,18,2110,117
11/9/2019,7,2000,23,30,75,15,2110,117
11/10/2019,10,2568,30,39,75,19,2110,117
11/11/2019,10,2568,30,39,75,19,2110,117
11/12/2019,9,2511,26,35,73,17,2098,117
11/13/2019,9,2306,24,33,73,16,2098,117
11/14/2019,10,2584,27,36,73,18,2098,117
11/15/2019,10,2788,29,39,73,19,2098,117
11/16/2019,10,2730,28,38,73,19,2098,117
11/17/2019,8,2117,22,30,73,15,2098,117
11/18/2019,10,2744,28,39,73,19,2098,117
11/19/2019,10,2774,29,39,73,19,2098,117
11/20/2019,10,2788,29,39,73,19,2098,117
11/21/2019,8,2277,24,32,73,16,2098,116
11/22/2019,9,2540,26,36,73,17,2098,116
11/23/2019,10,2774,29,39,73,19,2098,116
11/24/2019,10,2774,29,39,73,19,2098,116
11/25/2019,9,2496,26,35,73,17,2098,116
11/26/2019,9,2321,24,33,73,16,2098,116
11/27/2019,10,2774,29,39,73,19,2098,116
11/28/2019,10,2671,29,39,74,19,2098,116
11/29/2019,10,2615,29,38,74,19,2098,116
11/30/2019,8,2038,22,30,74,15,2098,116
12/1/2019,9,2482,26,35,73,17,2098,116
12/2/2019,10,2774,29,39,73,19,2098,116
12/3/2019,10,2774,29,39,73,19,2098,116
12/4/2019,8,2277,24,32,73,16,2098,116
12/5/2019,9,2540,26,36,73,17,2098,116
12/6/2019,10,2774,29,39,73,19,2098,116
12/7/2019,10,2568,30,39,75,19,2098,116
12/8/2019,12,3163,36,48,75,23,2098,116
12/9/2019,8,2244,26,34,75,17,2098,116
12/10/2019,9,2441,28,37,75,20,2098,116
12/11/2019,9,2441,28,37,75,20,2098,116
12/12/2019,9,2441,28,37,75,20,2122,116
12/13/2019,8,2280,24,32,73,17,2122,116
12/14/2019,9,2465,26,35,73,19,2122,116
12/15/2019,10,2636,27,37,73,20,2122,116
12/16/2019,9,2544,26,36,73,19,2122,116
12/17/2019,6,1687,18,24,73,13,2122,115
12/18/2019,7,1886,23,30,76,15,2122,115
12/19/2019,8,2152,26,34,76,17,2122,115
12/20/2019,9,2406,29,38,76,19,2122,115
12/21/2019,8,2152,26,34,76,17,2122,115
12/22/2019,8,2152,26,34,76,10,2122,115
12/23/2019,8,2152,26,34,76,17,2122,115
12/24/2019,8,2152,26,34,76,16,2122,115
12/25/2019,8,2152,26,34,76,13,2122,115
12/26/2019,8,2242,26,34,75,17,2122,115
12/27/2019,8,2242,26,34,75,15,2122,115
12/28/2019,8,2242,26,34,75,14,2122,115
12/29/2019,8,2242,26,34,75,13,2122,115
12/30/2019,8,2242,26,34,75,18,2122,115
12/31/2019,8,2242,26,34,75,12,2122,115
1/1/2020,7,1988,23,30,75,15,2122,115
1/2/2020,9,2322,28,37,76,18,2098,115
1/3/2020,7,1794,22,28,76,14,2098,115
1/4/2020,7,1769,21,28,76,14,2098,115
1/5/2020,8,2123,26,34,76,17,2098,115
1/6/2020,8,2047,25,32,76,16,2098,115
1/7/2020,7,1769,21,28,76,14,2098,115
1/8/2020,6,1632,22,28,78,15,2098,115
1/9/2020,7,1985,27,34,78,18,2098,115
1/10/2020,6,1566,21,27,78,14,2098,115
1/11/2020,6,1544,21,27,78,14,2098,115
1/12/2020,7,1853,25,32,78,17,2098,114
1/13/2020,7,1775,24,31,78,16,2098,114
1/14/2020,6,1544,21,27,78,14,2098,114
1/15/2020,6,1632,22,28,78,15,2098,114
1/16/2020,7,2007,27,35,78,18,2098,114
1/17/2020,6,1544,21,27,78,14,2098,114
1/18/2020,8,2021,25,32,76,17,2098,114
1/19/2020,8,2123,24,32,75,16,2098,114
1/20/2020,7,1775,22,28,76,14,2098,114
1/21/2020,9,2388,29,38,76,19,2098,114
1/22/2020,7,1750,21,28,76,14,2098,114
1/23/2020,8,2088,25,33,76,17,2098,114
1/24/2020,8,2051,25,33,76,16,2098,114
1/25/2020,7,1884,21,28,74,14,2098,114
1/26/2020,10,2571,28,38,74,19,2098,114
1/27/2020,7,1884,21,28,74,14,2098,114
1/28/2020,8,2221,24,33,74,17,2098,114
1/29/2020,8,2221,24,33,74,17,2098,114
1/30/2020,7,1884,21,28,74,14,2098,114
1/31/2020,10,2557,28,37,74,19,2098,114
2/1/2020,7,1884,21,28,74,14,2098,114
2/2/2020,8,2221,24,33,74,17,2098,114
2/3/2020,8,2135,25,33,75,17,2098,114
2/4/2020,7,1812,21,28,75,14,2098,114
2/5/2020,10,2594,30,40,75,19,2098,114
2/6/2020,9,2459,28,37,75,19,2110,113
2/7/2020,12,3106,36,47,75,24,2122,113
2/8/2020,10,2770,32,42,75,21,2134,113
2/9/2020,7,1915,22,29,75,15,2134,113
2/10/2020,12,3161,36,48,75,22,2134,113
2/11/2020,9,2367,29,38,76,17,2134,113
2/12/2020,12,3341,41,53,76,24,2134,113
2/13/2020,9,2367,29,38,76,17,2134,113
2/14/2020,9,2381,29,38,76,17,2134,113
2/15/2020,9,2367,29,38,76,17,2134,113
2/16/2020,13,3480,40,53,75,24,2134,113
2/17/2020,9,2465,28,38,75,17,2134,113
2/18/2020,9,2378,27,36,75,16,2134,113
2/19/2020,10,2552,29,39,75,18,2134,113
2/20/2020,9,2465,28,38,75,17,2134,113
2/21/2020,9,2465,28,38,75,17,2134,113
2/22/2020,9,2465,28,38,75,17,2134,113
2/23/2020,10,2663,28,38,73,17,2134,113
2/24/2020,9,2522,26,36,73,16,2134,113
2/25/2020,7,1973,20,28,73,13,2134,113
2/26/2020,11,2934,29,40,72,21,2134,113
2/27/2020,6,1703,17,23,72,12,2134,113
2/28/2020,9,2433,24,33,72,17,2134,113
2/29/2020,9,2433,24,33,72,17,2134,113
3/1/2020,9,2433,24,33,72,17,2134,113
3/2/2020,7,1760,17,24,72,12,2134,113
3/3/2020,8,2104,21,29,72,15,2134,112
3/4/2020,4,1202,12,16,72,8,2134,112
3/5/2020,7,1975,19,27,72,14,2134,112
3/6/2020,9,2433,24,33,72,17,2134,112
3/7/2020,9,2548,25,35,72,17,2134,112
3/8/2020,9,2548,25,35,72,17,2134,112
3/9/2020,9,2293,23,31,72,15,2134,112
3/10/2020,7,1816,17,24,71,12,2134,112
3/11/2020,9,2297,22,30,71,15,2134,112
3/12/2020,7,1909,18,25,71,12,2134,112
3/13/2020,10,2654,25,35,71,17,2134,112
3/14/2020,6,1552,15,20,71,10,2134,112
3/15/2020,10,2639,25,35,71,17,2134,112
3/16/2020,6,1552,15,20,71,10,2134,112
3/17/2020,10,2561,24,34,71,17,2134,112
3/18/2020,6,1630,15,21,71,11,2134,112
3/19/2020,9,2545,24,33,71,16,2134,112
3/20/2020,6,1645,15,22,71,11,2134,112
3/21/2020,8,2143,23,31,74,15,2134,112
3/22/2020,6,1558,17,23,74,11,2134,112
3/23/2020,7,1962,21,29,74,14,2134,112
3/24/2020,7,1851,20,27,74,13,2134,112
3/25/2020,6,1545,17,23,74,11,2134,112
3/26/2020,8,2213,24,32,74,16,2134,112
3/27/2020,5,1392,15,20,74,10,2134,112
3/28/2020,8,2087,23,31,74,15,2134,112
3/29/2020,6,1606,18,24,75,12,2134,111
3/30/2020,7,1780,20,27,75,13,2134,111
3/31/2020,7,1820,21,28,75,14,2134,111
4/1/2020,6,1619,19,25,75,12,2134,111
4/2/2020,7,1994,23,30,75,15,2134,111
4/3/2020,6,1499,17,23,75,11,2134,111
4/4/2020,8,2114,24,32,75,16,2134,111
4/5/2020,5,1405,16,21,75,11,2134,111
4/6/2020,8,2221,26,34,75,17,2134,111
4/7/2020,5,1378,15,20,74,10,2134,111
4/8/2020,9,2366,26,35,74,17,2134,111
4/9/2020,5,1392,15,20,74,10,2134,111
4/10/2020,8,2213,24,32,74,16,2134,111
4/11/2020,6,1558,17,23,74,11,2134,111
4/12/2020,8,2124,22,30,73,15,2134,111
4/13/2020,7,1777,18,25,73,12,2134,111
4/14/2020,9,2346,24,33,73,16,2134,111
4/15/2020,6,1554,16,22,73,11,2134,111
4/16/2020,9,2317,24,33,73,16,2134,111
4/17/2020,10,2576,27,36,73,18,2134,111
4/18/2020,13,3454,36,49,73,24,2134,111
4/19/2020,10,2622,26,36,72,19,2134,111
4/20/2020,10,2567,25,35,72,19,2134,111
4/21/2020,7,1991,20,27,72,15,2134,111
4/22/2020,8,2169,21,29,72,16,2134,111
4/23/2020,9,2389,24,32,72,17,2134,111
4/24/2020,7,1922,19,26,72,14,2134,110
4/25/2020,10,2554,25,35,72,19,2134,110
4/26/2020,7,1977,20,27,72,14,2134,110
4/27/2020,8,2142,21,29,72,16,2134,110
4/28/2020,9,2389,24,32,72,17,2134,110
4/29/2020,7,1922,19,26,72,14,2134,110
4/30/2020,10,2554,25,35,72,19,2134,110
5/1/2020,7,1977,20,27,72,14,2098,110
5/2/2020,8,2142,21,29,72,16,2098,110
5/3/2020,9,2403,24,33,72,18,2098,110
5/4/2020,7,1798,20,26,74,14,2098,110
5/5/2020,3,824,15,18,83,10,2098,110
5/6/2020,3,846,13,16,80,10,2098,110
5/7/2020,3,846,13,16,80,10,2098,110
5/8/2020,3,846,13,16,80,10,2098,110
5/9/2020,3,846,13,16,80,10,2098,110
5/10/2020,3,846,13,16,80,10,2098,110
5/11/2020,0,4,17,17,100,8,1873,110
5/12/2020,2,658,48,50,95,24,1908,110
5/13/2020,2,515,47,49,96,24,1980,110
5/14/2020,2,515,47,49,96,24,1980,110
5/15/2020,6,1521,33,39,85,24,2051,110
5/16/2020,7,1825,32,39,82,24,2051,110
5/17/2020,9,2339,28,37,76,24,2051,110
5/18/2020,8,2106,26,33,76,24,2051,110
5/19/2020,8,2106,26,33,76,24,2051,110
5/20/2020,9,2457,24,33,72,24,2051,109
5/21/2020,9,2295,23,31,72,24,2086,109
5/22/2020,9,2295,23,31,72,24,2086,109
5/23/2020,9,2295,23,31,72,24,2086,109
5/24/2020,9,2295,23,31,72,24,2086,109
5/25/2020,9,2295,23,31,72,24,2086,109
5/26/2020,10,2596,26,35,72,24,2086,109
5/27/2020,10,2596,26,35,72,24,2086,109
5/28/2020,10,2742,26,36,71,24,2086,109
5/29/2020,10,2742,26,36,71,24,2086,109
5/30/2020,10,2559,24,34,71,24,2086,109
5/31/2020,8,2278,21,30,71,24,2099,109
6/1/2020,8,2278,21,30,71,24,2099,109
6/2/2020,9,2380,21,30,70,24,2099,109
6/3/2020,9,2380,21,30,70,24,2099,109
6/4/2020,9,2380,21,30,70,24,2099,109
6/5/2020,9,2380,21,30,70,24,2099,109
6/6/2020,9,2380,21,30,70,24,2099,109
6/7/2020,8,2206,23,31,73,24,2099,109
6/8/2020,8,2206,23,31,73,24,2099,109
6/9/2020,9,2525,26,36,73,24,2099,109
6/10/2020,9,2525,26,36,73,24,2099,109
6/11/2020,9,2525,26,36,73,24,2099,109
6/12/2020,9,2525,26,36,73,24,2099,109
6/13/2020,10,2618,26,36,72,24,2099,109
6/14/2020,10,2618,26,36,72,24,2099,108
6/15/2020,8,2269,22,31,72,21,2099,108
6/16/2020,10,2618,26,36,72,24,2099,108
6/17/2020,10,2712,26,36,71,24,2099,108
6/18/2020,10,2712,26,36,71,24,2099,108
6/19/2020,9,2377,22,31,71,24,2099,108
6/20/2020,9,2377,22,31,71,24,2099,108
6/21/2020,9,2297,22,30,71,23,2099,108
6/22/2020,7,1872,18,25,71,19,2099,108
6/23/2020,6,1723,16,23,71,17,2099,108
6/24/2020,9,2377,22,31,71,24,2099,108
6/25/2020,10,2727,26,36,71,24,2099,108
6/26/2020,10,2727,26,36,71,24,2099,108
6/27/2020,10,2719,24,35,70,24,2099,108
6/28/2020,10,2719,24,35,70,24,2099,108
6/29/2020,9,2285,20,29,70,24,2099,108
6/30/2020,8,2220,20,28,70,21,2099,108
7/1/2020,9,2284,24,32,73,24,2099,108
7/2/2020,9,2284,24,32,73,24,2099,108
7/3/2020,9,2284,24,32,73,24,2099,108
7/4/2020,9,2284,24,32,73,24,2099,108
7/5/2020,9,2284,24,32,73,24,2099,108
7/6/2020,9,2284,24,32,73,24,2099,108
7/7/2020,9,2284,24,32,73,24,2099,108
7/8/2020,9,2284,24,32,73,24,2099,108
7/9/2020,9,2284,24,32,73,24,2099,108
7/10/2020,7,1951,20,28,73,21,2099,107
7/11/2020,8,2191,22,30,72,22,2099,107
7/12/2020,8,2092,21,28,72,21,2099,107
7/13/2020,11,2979,29,41,72,24,2099,107
7/14/2020,8,2214,22,30,72,21,2122,107
7/15/2020,9,2530,25,34,72,24,2122,107
7/16/2020,8,2267,22,31,72,22,2122,107
7/17/2020,7,1834,18,25,72,17,2122,107
7/18/2020,10,2674,25,35,71,24,2122,107
7/19/2020,8,2061,19,27,71,19,2122,107
7/20/2020,9,2429,23,32,71,22,2122,107
7/21/2020,9,2507,24,33,71,23,2122,107
7/22/2020,9,2340,22,31,71,21,2122,107
7/23/2020,8,2117,20,28,71,19,2122,107
7/24/2020,8,2094,20,27,71,19,2122,107
7/25/2020,8,2279,24,32,73,22,2122,107
7/26/2020,7,2011,21,28,73,20,2122,107
7/27/2020,8,2145,22,30,73,21,2122,107
7/28/2020,8,2145,22,30,73,21,2122,107
7/29/2020,7,1825,19,26,73,18,2122,107
7/30/2020,8,2081,22,29,73,21,2122,107
7/31/2020,8,2221,23,31,73,18,2122,107
8/1/2020,10,2735,27,37,72,21,2122,107
8/2/2020,8,2015,20,27,72,15,2122,107
8/3/2020,9,2486,25,34,72,19,2122,107
8/4/2020,9,2460,24,33,72,19,2122,107
8/5/2020,7,1819,18,25,72,14,2122,106
8/6/2020,10,2669,26,36,72,20,2122,106
8/7/2020,9,2312,23,31,72,20,2122,106
8/8/2020,7,1878,19,26,72,16,2122,106
8/9/2020,8,2124,21,29,72,18,2122,106
8/10/2020,8,2101,21,29,72,18,2122,106
8/11/2020,8,2264,23,32,73,20,2122,106
8/12/2020,7,1890,20,27,73,17,2122,106
8/13/2020,7,1750,18,25,73,16,2122,106
8/14/2020,7,1984,21,28,73,19,2122,106
8/15/2020,7,1867,19,26,73,18,2122,106
8/16/2020,7,1760,18,25,73,17,2122,106
